maintenance_id,timestamp,material_id,quantity,maintenance_type,bike_age_months,mileage,notes
MAINT-0907,2025-06-22,MAT-STD-003,1,SCHEDULED_MAINTENANCE,29,2000,Chain replacement at 2000 miles
MAINT-0908,2025-06-22,MAT-STD-001,1,SCHEDULED_MAINTENANCE,24,2000,Tire replacement at 2000 miles
MAINT-0909,2025-06-22,MAT-STD-002,1,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-0910,2025-06-24,MAT-STD-002,2,SCHEDULED_MAINTENANCE,24,2000,Brake pad replacement at 2000 miles
MAINT-0911,2025-06-24,MAT-STD-003,1,SCHEDULED_MAINTENANCE,31,2000,Chain replacement at 2000 miles
MAINT-0912,2025-06-24,MAT-STD-001,2,SCHEDULED_MAINTENANCE,19,2000,Tire replacement at 2000 miles
MAINT-0913,2025-06-24,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,2000,Brake pad replacement at 2000 miles
MAINT-0914,2025-06-24,MAT-STD-003,1,SCHEDULED_MAINTENANCE,36,2000,Chain replacement at 2000 miles
MAINT-0915,2025-06-24,MAT-STD-001,1,SCHEDULED_MAINTENANCE,21,2000,Tire replacement at 2000 miles
MAINT-0916,2025-06-25,MAT-STD-002,2,SCHEDULED_MAINTENANCE,27,1000,Brake or tire service at 1000 miles
MAINT-0917,2025-06-25,MAT-STD-002,1,SCHEDULED_MAINTENANCE,16,2000,Brake pad replacement at 2000 miles
MAINT-0918,2025-06-25,MAT-STD-003,1,SCHEDULED_MAINTENANCE,22,2000,Chain replacement at 2000 miles
MAINT-0919,2025-06-25,MAT-STD-001,1,SCHEDULED_MAINTENANCE,12,2000,Tire replacement at 2000 miles
MAINT-0920,2025-06-25,MAT-STD-002,1,SCHEDULED_MAINTENANCE,19,500,Brake adjustment at 500 miles
MAINT-0921,2025-06-29,MAT-STD-003,1,WEAR_REPLACEMENT,27,1350,Normal wear replacement - 27 months old
MAINT-0922,2025-06-30,MAT-STD-002,1,SCHEDULED_MAINTENANCE,25,2000,Brake pad replacement at 2000 miles
MAINT-0923,2025-06-30,MAT-STD-003,1,SCHEDULED_MAINTENANCE,34,2000,Chain replacement at 2000 miles
MAINT-0924,2025-06-30,MAT-STD-001,1,SCHEDULED_MAINTENANCE,32,2000,Tire replacement at 2000 miles
MAINT-0925,2025-06-30,MAT-ELC-001,2,ACCIDENT_REPAIR,3,150,Accident damage repair
MAINT-0926,2025-06-30,MAT-MOT-002,1,ACCIDENT_REPAIR,3,150,Accident damage repair
MAINT-0927,2025-06-30,MAT-ELC-002,2,ACCIDENT_REPAIR,3,150,Accident damage repair
MAINT-0928,2025-06-30,MAT-MOT-001,1,ACCIDENT_REPAIR,3,150,Accident damage repair
MAINT-0929,2025-07-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,6,500,Brake adjustment at 500 miles
MAINT-0930,2025-07-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,19,3000,Brake pad replacement at 3000 miles
MAINT-0931,2025-07-01,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,3000,Chain replacement at 3000 miles
MAINT-0932,2025-07-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,18,3000,Tire replacement at 3000 miles
MAINT-0933,2025-07-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,5,1000,Brake or tire service at 1000 miles
MAINT-0934,2025-07-01,MAT-STD-002,1,WEAR_REPLACEMENT,18,900,Normal wear replacement - 18 months old
MAINT-0935,2025-07-02,MAT-STD-002,1,WEAR_REPLACEMENT,19,950,Normal wear replacement - 19 months old
MAINT-0936,2025-07-05,MAT-STD-002,1,SCHEDULED_MAINTENANCE,16,3000,Brake pad replacement at 3000 miles
MAINT-0937,2025-07-05,MAT-STD-003,1,SCHEDULED_MAINTENANCE,34,3000,Chain replacement at 3000 miles
MAINT-0938,2025-07-05,MAT-STD-001,1,SCHEDULED_MAINTENANCE,22,3000,Tire replacement at 3000 miles
MAINT-0939,2025-07-06,MAT-STD-001,1,SCHEDULED_MAINTENANCE,19,1000,Brake or tire service at 1000 miles
MAINT-0940,2025-07-06,MAT-STD-002,2,SCHEDULED_MAINTENANCE,14,3000,Brake pad replacement at 3000 miles
MAINT-0941,2025-07-06,MAT-STD-003,1,SCHEDULED_MAINTENANCE,24,3000,Chain replacement at 3000 miles
MAINT-0942,2025-07-06,MAT-STD-001,2,SCHEDULED_MAINTENANCE,35,3000,Tire replacement at 3000 miles
MAINT-0943,2025-07-06,MAT-STD-003,2,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-0944,2025-07-07,MAT-STD-002,2,SCHEDULED_MAINTENANCE,14,2000,Brake pad replacement at 2000 miles
MAINT-0945,2025-07-07,MAT-STD-003,1,SCHEDULED_MAINTENANCE,34,2000,Chain replacement at 2000 miles
MAINT-0946,2025-07-07,MAT-STD-001,1,SCHEDULED_MAINTENANCE,3,2000,Tire replacement at 2000 miles
MAINT-0947,2025-07-07,MAT-STD-002,2,SCHEDULED_MAINTENANCE,13,2000,Brake pad replacement at 2000 miles
MAINT-0948,2025-07-07,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,2000,Chain replacement at 2000 miles
MAINT-0949,2025-07-07,MAT-STD-001,2,SCHEDULED_MAINTENANCE,7,2000,Tire replacement at 2000 miles
MAINT-0950,2025-07-09,MAT-STD-002,2,SCHEDULED_MAINTENANCE,35,1000,Brake or tire service at 1000 miles
MAINT-0951,2025-07-10,MAT-STD-003,1,WEAR_REPLACEMENT,26,1300,Normal wear replacement - 26 months old
MAINT-0952,2025-07-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,17,3000,Brake pad replacement at 3000 miles
MAINT-0953,2025-07-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,19,3000,Chain replacement at 3000 miles
MAINT-0954,2025-07-12,MAT-STD-001,2,SCHEDULED_MAINTENANCE,33,3000,Tire replacement at 3000 miles
MAINT-0955,2025-07-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,22,2000,Brake pad replacement at 2000 miles
MAINT-0956,2025-07-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,24,2000,Chain replacement at 2000 miles
MAINT-0957,2025-07-12,MAT-STD-001,1,SCHEDULED_MAINTENANCE,25,2000,Tire replacement at 2000 miles
MAINT-0958,2025-07-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,30,2000,Brake pad replacement at 2000 miles
MAINT-0959,2025-07-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,28,2000,Chain replacement at 2000 miles
MAINT-0960,2025-07-12,MAT-STD-001,2,SCHEDULED_MAINTENANCE,29,2000,Tire replacement at 2000 miles
MAINT-0961,2025-07-16,MAT-STD-002,2,SCHEDULED_MAINTENANCE,5,2000,Brake pad replacement at 2000 miles
MAINT-0962,2025-07-16,MAT-STD-003,1,SCHEDULED_MAINTENANCE,27,2000,Chain replacement at 2000 miles
MAINT-0963,2025-07-16,MAT-STD-001,2,SCHEDULED_MAINTENANCE,34,2000,Tire replacement at 2000 miles
MAINT-0964,2025-07-17,MAT-STD-002,2,SCHEDULED_MAINTENANCE,31,2000,Brake pad replacement at 2000 miles
MAINT-0965,2025-07-17,MAT-STD-003,1,SCHEDULED_MAINTENANCE,21,2000,Chain replacement at 2000 miles
MAINT-0966,2025-07-17,MAT-STD-001,2,SCHEDULED_MAINTENANCE,10,2000,Tire replacement at 2000 miles
MAINT-0967,2025-07-21,MAT-STD-001,3,WEAR_REPLACEMENT,26,1300,Normal wear replacement - 26 months old
MAINT-0968,2025-07-23,MAT-STD-001,3,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-0969,2025-07-24,MAT-BAT-001,2,ACCIDENT_REPAIR,35,1750,Accident damage repair
MAINT-0970,2025-07-24,MAT-ELC-001,2,ACCIDENT_REPAIR,35,1750,Accident damage repair
MAINT-0971,2025-07-24,MAT-STD-001,2,ACCIDENT_REPAIR,35,1750,Accident damage repair
MAINT-0972,2025-07-27,MAT-STD-002,2,SCHEDULED_MAINTENANCE,20,1000,Brake or tire service at 1000 miles
MAINT-0973,2025-07-27,MAT-STD-002,2,SCHEDULED_MAINTENANCE,24,3000,Brake pad replacement at 3000 miles
MAINT-0974,2025-07-27,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,3000,Chain replacement at 3000 miles
MAINT-0975,2025-07-27,MAT-STD-001,1,SCHEDULED_MAINTENANCE,14,3000,Tire replacement at 3000 miles
MAINT-0976,2025-07-27,MAT-STD-003,3,WEAR_REPLACEMENT,33,1650,Normal wear replacement - 33 months old
MAINT-0977,2025-07-29,MAT-STD-002,1,SCHEDULED_MAINTENANCE,17,3000,Brake pad replacement at 3000 miles
MAINT-0978,2025-07-29,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,3000,Chain replacement at 3000 miles
MAINT-0979,2025-07-29,MAT-STD-001,2,SCHEDULED_MAINTENANCE,32,3000,Tire replacement at 3000 miles
MAINT-0980,2025-07-29,MAT-STD-001,1,SCHEDULED_MAINTENANCE,15,1000,Brake or tire service at 1000 miles
MAINT-0981,2025-07-29,MAT-STD-001,1,WEAR_REPLACEMENT,7,350,Normal wear replacement - 7 months old
MAINT-0982,2025-07-30,MAT-STD-002,1,WEAR_REPLACEMENT,19,950,Normal wear replacement - 19 months old
MAINT-0983,2025-07-31,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,500,Brake adjustment at 500 miles
MAINT-0984,2025-07-31,MAT-STD-002,1,SCHEDULED_MAINTENANCE,31,500,Brake adjustment at 500 miles
MAINT-0985,2025-08-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,3000,Brake pad replacement at 3000 miles
MAINT-0986,2025-08-01,MAT-STD-003,1,SCHEDULED_MAINTENANCE,10,3000,Chain replacement at 3000 miles
MAINT-0987,2025-08-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,8,3000,Tire replacement at 3000 miles
MAINT-0988,2025-08-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,16,1000,Brake or tire service at 1000 miles
MAINT-0989,2025-08-02,MAT-STD-001,3,WEAR_REPLACEMENT,29,1450,Normal wear replacement - 29 months old
MAINT-0990,2025-08-03,MAT-STD-002,2,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0991,2025-08-04,MAT-STD-002,1,SCHEDULED_MAINTENANCE,22,2000,Brake pad replacement at 2000 miles
MAINT-0992,2025-08-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,17,2000,Chain replacement at 2000 miles
MAINT-0993,2025-08-04,MAT-STD-001,2,SCHEDULED_MAINTENANCE,8,2000,Tire replacement at 2000 miles
MAINT-0994,2025-08-04,MAT-STD-002,2,SCHEDULED_MAINTENANCE,20,3000,Brake pad replacement at 3000 miles
MAINT-0995,2025-08-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,3000,Chain replacement at 3000 miles
MAINT-0996,2025-08-04,MAT-STD-001,1,SCHEDULED_MAINTENANCE,5,3000,Tire replacement at 3000 miles
MAINT-0997,2025-08-04,MAT-STD-003,1,WEAR_REPLACEMENT,14,700,Normal wear replacement - 14 months old
MAINT-0998,2025-08-05,MAT-STD-002,1,SCHEDULED_MAINTENANCE,6,500,Brake adjustment at 500 miles
MAINT-0999,2025-08-05,MAT-STD-001,2,SCHEDULED_MAINTENANCE,29,1000,Brake or tire service at 1000 miles
MAINT-1000,2025-08-08,MAT-STD-002,2,SCHEDULED_MAINTENANCE,4,2000,Brake pad replacement at 2000 miles
MAINT-1001,2025-08-08,MAT-STD-003,1,SCHEDULED_MAINTENANCE,4,2000,Chain replacement at 2000 miles
MAINT-1002,2025-08-08,MAT-STD-001,2,SCHEDULED_MAINTENANCE,24,2000,Tire replacement at 2000 miles
MAINT-1003,2025-08-08,MAT-STD-002,1,SCHEDULED_MAINTENANCE,33,500,Brake adjustment at 500 miles
MAINT-1004,2025-08-08,MAT-STD-001,1,WEAR_REPLACEMENT,32,1600,Normal wear replacement - 32 months old
MAINT-1005,2025-08-09,MAT-STD-002,2,SCHEDULED_MAINTENANCE,11,3000,Brake pad replacement at 3000 miles
MAINT-1006,2025-08-09,MAT-STD-003,1,SCHEDULED_MAINTENANCE,3,3000,Chain replacement at 3000 miles
MAINT-1007,2025-08-09,MAT-STD-001,2,SCHEDULED_MAINTENANCE,22,3000,Tire replacement at 3000 miles
MAINT-1008,2025-08-09,MAT-STD-002,2,SCHEDULED_MAINTENANCE,11,3000,Brake pad replacement at 3000 miles
MAINT-1009,2025-08-09,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,3000,Chain replacement at 3000 miles
MAINT-1010,2025-08-09,MAT-STD-001,2,SCHEDULED_MAINTENANCE,26,3000,Tire replacement at 3000 miles
MAINT-1011,2025-08-11,MAT-STD-003,1,WEAR_REPLACEMENT,12,600,Normal wear replacement - 12 months old
MAINT-1012,2025-08-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,18,500,Brake adjustment at 500 miles
MAINT-1013,2025-08-12,MAT-STD-001,1,SCHEDULED_MAINTENANCE,22,1000,Brake or tire service at 1000 miles
MAINT-1014,2025-08-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,11,2000,Brake pad replacement at 2000 miles
MAINT-1015,2025-08-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,2000,Chain replacement at 2000 miles
MAINT-1016,2025-08-12,MAT-STD-001,2,SCHEDULED_MAINTENANCE,30,2000,Tire replacement at 2000 miles
MAINT-1017,2025-08-12,MAT-STD-003,1,WEAR_REPLACEMENT,30,1500,Normal wear replacement - 30 months old
MAINT-1018,2025-08-13,MAT-STD-003,1,WEAR_REPLACEMENT,21,1050,Normal wear replacement - 21 months old
MAINT-1019,2025-08-16,MAT-STD-002,2,SCHEDULED_MAINTENANCE,20,2000,Brake pad replacement at 2000 miles
MAINT-1020,2025-08-16,MAT-STD-003,1,SCHEDULED_MAINTENANCE,35,2000,Chain replacement at 2000 miles
MAINT-1021,2025-08-16,MAT-STD-001,1,SCHEDULED_MAINTENANCE,24,2000,Tire replacement at 2000 miles
MAINT-1022,2025-08-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,24,2000,Brake pad replacement at 2000 miles
MAINT-1023,2025-08-16,MAT-STD-003,1,SCHEDULED_MAINTENANCE,34,2000,Chain replacement at 2000 miles
MAINT-1024,2025-08-16,MAT-STD-001,2,SCHEDULED_MAINTENANCE,32,2000,Tire replacement at 2000 miles
MAINT-1025,2025-08-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,24,500,Brake adjustment at 500 miles
MAINT-1026,2025-08-16,MAT-STD-002,2,WEAR_REPLACEMENT,47,2350,Normal wear replacement - 47 months old
MAINT-1027,2025-08-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,22,2000,Brake pad replacement at 2000 miles
MAINT-1028,2025-08-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,31,2000,Chain replacement at 2000 miles
MAINT-1029,2025-08-18,MAT-STD-001,2,SCHEDULED_MAINTENANCE,30,2000,Tire replacement at 2000 miles
MAINT-1030,2025-08-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,35,500,Brake adjustment at 500 miles
MAINT-1031,2025-08-18,MAT-STD-001,1,SCHEDULED_MAINTENANCE,12,1000,Brake or tire service at 1000 miles
MAINT-1032,2025-08-18,MAT-STD-001,1,WEAR_REPLACEMENT,28,1400,Normal wear replacement - 28 months old
MAINT-1033,2025-08-21,MAT-STD-002,1,SCHEDULED_MAINTENANCE,13,500,Brake adjustment at 500 miles
MAINT-1034,2025-08-23,MAT-STD-002,2,WEAR_REPLACEMENT,30,1500,Normal wear replacement - 30 months old
MAINT-1035,2025-08-27,MAT-STD-002,2,SCHEDULED_MAINTENANCE,18,3000,Brake pad replacement at 3000 miles
MAINT-1036,2025-08-27,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,3000,Chain replacement at 3000 miles
MAINT-1037,2025-08-27,MAT-STD-001,1,SCHEDULED_MAINTENANCE,7,3000,Tire replacement at 3000 miles
MAINT-1038,2025-08-29,MAT-STD-002,2,SCHEDULED_MAINTENANCE,10,2000,Brake pad replacement at 2000 miles
MAINT-1039,2025-08-29,MAT-STD-003,1,SCHEDULED_MAINTENANCE,36,2000,Chain replacement at 2000 miles
MAINT-1040,2025-08-29,MAT-STD-001,1,SCHEDULED_MAINTENANCE,22,2000,Tire replacement at 2000 miles
MAINT-1041,2025-08-30,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,2000,Brake pad replacement at 2000 miles
MAINT-1042,2025-08-30,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,2000,Chain replacement at 2000 miles
MAINT-1043,2025-08-30,MAT-STD-001,2,SCHEDULED_MAINTENANCE,24,2000,Tire replacement at 2000 miles
MAINT-1044,2025-08-30,MAT-STD-002,1,SCHEDULED_MAINTENANCE,19,2000,Brake pad replacement at 2000 miles
MAINT-1045,2025-08-30,MAT-STD-003,1,SCHEDULED_MAINTENANCE,10,2000,Chain replacement at 2000 miles
MAINT-1046,2025-08-30,MAT-STD-001,2,SCHEDULED_MAINTENANCE,32,2000,Tire replacement at 2000 miles
MAINT-1047,2025-08-30,MAT-STD-003,3,WEAR_REPLACEMENT,37,1850,Normal wear replacement - 37 months old
MAINT-1048,2025-08-31,MAT-STD-002,1,SCHEDULED_MAINTENANCE,26,500,Brake adjustment at 500 miles
MAINT-1049,2025-09-01,MAT-STD-001,2,WEAR_REPLACEMENT,23,1150,Normal wear replacement - 23 months old
MAINT-1050,2025-09-08,MAT-STD-002,1,SCHEDULED_MAINTENANCE,14,3000,Brake pad replacement at 3000 miles
MAINT-1051,2025-09-08,MAT-STD-003,1,SCHEDULED_MAINTENANCE,4,3000,Chain replacement at 3000 miles
MAINT-1052,2025-09-08,MAT-STD-001,1,SCHEDULED_MAINTENANCE,24,3000,Tire replacement at 3000 miles
MAINT-1053,2025-09-08,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,500,Brake adjustment at 500 miles
MAINT-1054,2025-09-11,MAT-STD-001,1,WEAR_REPLACEMENT,41,2050,Normal wear replacement - 41 months old
MAINT-1055,2025-09-16,MAT-STD-002,1,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-1056,2025-09-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,15,2000,Brake pad replacement at 2000 miles
MAINT-1057,2025-09-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,22,2000,Chain replacement at 2000 miles
MAINT-1058,2025-09-18,MAT-STD-001,1,SCHEDULED_MAINTENANCE,35,2000,Tire replacement at 2000 miles
MAINT-1059,2025-09-20,MAT-STD-002,2,SCHEDULED_MAINTENANCE,24,3000,Brake pad replacement at 3000 miles
MAINT-1060,2025-09-20,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,3000,Chain replacement at 3000 miles
MAINT-1061,2025-09-20,MAT-STD-001,1,SCHEDULED_MAINTENANCE,28,3000,Tire replacement at 3000 miles
MAINT-1062,2025-09-20,MAT-STD-001,1,SCHEDULED_MAINTENANCE,21,1000,Brake or tire service at 1000 miles
MAINT-1063,2025-09-20,MAT-STD-002,1,SCHEDULED_MAINTENANCE,23,500,Brake adjustment at 500 miles
MAINT-1064,2025-09-21,MAT-STD-002,1,WEAR_REPLACEMENT,20,1000,Normal wear replacement - 20 months old
MAINT-1065,2025-09-22,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,1000,Brake or tire service at 1000 miles
MAINT-1066,2025-09-22,MAT-STD-002,2,SCHEDULED_MAINTENANCE,31,1000,Brake or tire service at 1000 miles
MAINT-1067,2025-09-22,MAT-STD-002,1,SCHEDULED_MAINTENANCE,14,3000,Brake pad replacement at 3000 miles
MAINT-1068,2025-09-22,MAT-STD-003,1,SCHEDULED_MAINTENANCE,36,3000,Chain replacement at 3000 miles
MAINT-1069,2025-09-22,MAT-STD-001,2,SCHEDULED_MAINTENANCE,28,3000,Tire replacement at 3000 miles
MAINT-1070,2025-09-24,MAT-STD-002,1,SCHEDULED_MAINTENANCE,25,2000,Brake pad replacement at 2000 miles
MAINT-1071,2025-09-24,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,2000,Chain replacement at 2000 miles
MAINT-1072,2025-09-24,MAT-STD-001,2,SCHEDULED_MAINTENANCE,11,2000,Tire replacement at 2000 miles
MAINT-1073,2025-09-24,MAT-STD-002,1,SCHEDULED_MAINTENANCE,9,2000,Brake pad replacement at 2000 miles
MAINT-1074,2025-09-24,MAT-STD-003,1,SCHEDULED_MAINTENANCE,35,2000,Chain replacement at 2000 miles
MAINT-1075,2025-09-24,MAT-STD-001,1,SCHEDULED_MAINTENANCE,33,2000,Tire replacement at 2000 miles
MAINT-1076,2025-09-24,MAT-STD-003,1,WEAR_REPLACEMENT,28,1400,Normal wear replacement - 28 months old
MAINT-1077,2025-09-27,MAT-STD-003,2,WEAR_REPLACEMENT,41,2050,Normal wear replacement - 41 months old
MAINT-1078,2025-09-29,MAT-STD-002,3,WEAR_REPLACEMENT,7,350,Normal wear replacement - 7 months old
MAINT-1079,2025-10-01,MAT-STD-002,2,SCHEDULED_MAINTENANCE,17,2000,Brake pad replacement at 2000 miles
MAINT-1080,2025-10-01,MAT-STD-003,1,SCHEDULED_MAINTENANCE,35,2000,Chain replacement at 2000 miles
MAINT-1081,2025-10-01,MAT-STD-001,2,SCHEDULED_MAINTENANCE,29,2000,Tire replacement at 2000 miles
MAINT-1082,2025-10-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,6,1000,Brake or tire service at 1000 miles
MAINT-1083,2025-10-01,MAT-STD-001,1,WEAR_REPLACEMENT,45,2250,Normal wear replacement - 45 months old
MAINT-1084,2025-10-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,4,1000,Brake or tire service at 1000 miles
MAINT-1085,2025-10-04,MAT-STD-001,2,WEAR_REPLACEMENT,28,1400,Normal wear replacement - 28 months old
MAINT-1086,2025-10-05,MAT-STD-001,2,SCHEDULED_MAINTENANCE,15,1000,Brake or tire service at 1000 miles
MAINT-1087,2025-10-06,MAT-STD-003,1,WEAR_REPLACEMENT,41,2050,Normal wear replacement - 41 months old
MAINT-1088,2025-10-07,MAT-STD-002,1,SCHEDULED_MAINTENANCE,3,500,Brake adjustment at 500 miles
MAINT-1089,2025-10-07,MAT-STD-002,2,SCHEDULED_MAINTENANCE,4,2000,Brake pad replacement at 2000 miles
MAINT-1090,2025-10-07,MAT-STD-003,1,SCHEDULED_MAINTENANCE,26,2000,Chain replacement at 2000 miles
MAINT-1091,2025-10-07,MAT-STD-001,2,SCHEDULED_MAINTENANCE,7,2000,Tire replacement at 2000 miles
MAINT-1092,2025-10-07,MAT-STD-002,2,SCHEDULED_MAINTENANCE,14,1000,Brake or tire service at 1000 miles
MAINT-1093,2025-10-08,MAT-STD-001,1,SCHEDULED_MAINTENANCE,35,1000,Brake or tire service at 1000 miles
MAINT-1094,2025-10-08,MAT-STD-001,1,SCHEDULED_MAINTENANCE,5,1000,Brake or tire service at 1000 miles
MAINT-1095,2025-10-09,MAT-STD-003,1,WEAR_REPLACEMENT,43,2150,Normal wear replacement - 43 months old
MAINT-1096,2025-10-11,MAT-STD-002,1,WEAR_REPLACEMENT,48,2400,Normal wear replacement - 48 months old
MAINT-1097,2025-10-14,MAT-STD-003,1,WEAR_REPLACEMENT,48,2400,Normal wear replacement - 48 months old
MAINT-1098,2025-10-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,30,3000,Brake pad replacement at 3000 miles
MAINT-1099,2025-10-16,MAT-STD-003,1,SCHEDULED_MAINTENANCE,28,3000,Chain replacement at 3000 miles
MAINT-1100,2025-10-16,MAT-STD-001,2,SCHEDULED_MAINTENANCE,30,3000,Tire replacement at 3000 miles
MAINT-1101,2025-10-20,MAT-STD-002,1,SCHEDULED_MAINTENANCE,22,500,Brake adjustment at 500 miles
MAINT-1102,2025-10-20,MAT-STD-003,1,WEAR_REPLACEMENT,33,1650,Normal wear replacement - 33 months old
MAINT-1103,2025-10-21,MAT-STD-002,1,SCHEDULED_MAINTENANCE,16,500,Brake adjustment at 500 miles
MAINT-1104,2025-10-21,MAT-STD-002,1,SCHEDULED_MAINTENANCE,32,500,Brake adjustment at 500 miles
MAINT-1105,2025-10-22,MAT-STD-002,1,SCHEDULED_MAINTENANCE,5,500,Brake adjustment at 500 miles
MAINT-1106,2025-10-22,MAT-STD-003,1,WEAR_REPLACEMENT,24,1200,Normal wear replacement - 24 months old
MAINT-1107,2025-10-22,MAT-STD-001,1,ACCIDENT_REPAIR,25,1250,Accident damage repair
MAINT-1108,2025-10-22,MAT-MOT-001,2,ACCIDENT_REPAIR,25,1250,Accident damage repair
MAINT-1109,2025-10-25,MAT-ELC-001,2,WEATHER_DAMAGE,14,700,Water damage from heavy rain
MAINT-1110,2025-10-26,MAT-ELC-001,1,WEATHER_DAMAGE,28,1400,Water damage from heavy rain
MAINT-1111,2025-10-28,MAT-STD-002,1,SCHEDULED_MAINTENANCE,14,500,Brake adjustment at 500 miles
MAINT-1112,2025-10-28,MAT-STD-002,1,SCHEDULED_MAINTENANCE,28,2000,Brake pad replacement at 2000 miles
MAINT-1113,2025-10-28,MAT-STD-003,1,SCHEDULED_MAINTENANCE,21,2000,Chain replacement at 2000 miles
MAINT-1114,2025-10-28,MAT-STD-001,2,SCHEDULED_MAINTENANCE,21,2000,Tire replacement at 2000 miles
MAINT-1115,2025-10-30,MAT-STD-002,2,SCHEDULED_MAINTENANCE,10,3000,Brake pad replacement at 3000 miles
MAINT-1116,2025-10-30,MAT-STD-003,1,SCHEDULED_MAINTENANCE,17,3000,Chain replacement at 3000 miles
MAINT-1117,2025-10-30,MAT-STD-001,1,SCHEDULED_MAINTENANCE,5,3000,Tire replacement at 3000 miles
MAINT-1118,2025-10-30,MAT-STD-003,1,WEAR_REPLACEMENT,21,1050,Normal wear replacement - 21 months old
MAINT-1119,2025-11-01,MAT-STD-002,2,WEATHER_DAMAGE,33,1650,Water damage from heavy rain
MAINT-1120,2025-11-02,MAT-STD-001,3,WEAR_REPLACEMENT,9,450,Normal wear replacement - 9 months old
MAINT-1121,2025-11-03,MAT-STD-002,1,SCHEDULED_MAINTENANCE,24,1000,Brake or tire service at 1000 miles
MAINT-1122,2025-11-04,MAT-STD-002,1,SCHEDULED_MAINTENANCE,23,2000,Brake pad replacement at 2000 miles
MAINT-1123,2025-11-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,6,2000,Chain replacement at 2000 miles
MAINT-1124,2025-11-04,MAT-STD-001,1,SCHEDULED_MAINTENANCE,10,2000,Tire replacement at 2000 miles
MAINT-1125,2025-11-04,MAT-STD-002,1,SCHEDULED_MAINTENANCE,29,500,Brake adjustment at 500 miles
MAINT-1126,2025-11-04,MAT-STD-002,1,SCHEDULED_MAINTENANCE,13,500,Brake adjustment at 500 miles
MAINT-1127,2025-11-04,MAT-STD-001,1,WEAR_REPLACEMENT,12,600,Normal wear replacement - 12 months old
MAINT-1128,2025-11-04,MAT-STD-002,1,WEATHER_DAMAGE,32,1600,Water damage from heavy rain
MAINT-1129,2025-11-06,MAT-STD-002,3,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-1130,2025-11-07,MAT-STD-003,2,WEAR_REPLACEMENT,20,1000,Normal wear replacement - 20 months old
MAINT-1131,2025-11-08,MAT-STD-002,1,SCHEDULED_MAINTENANCE,4,2000,Brake pad replacement at 2000 miles
MAINT-1132,2025-11-08,MAT-STD-003,1,SCHEDULED_MAINTENANCE,30,2000,Chain replacement at 2000 miles
